source,hour_index,time,evaluation_hours,ranking_hours,older_candidates,recent_resources,recent_labels
hourly,104,2026-06-20 08:00:00+00:00,12,24,62,46,112
hourly,105,2026-06-20 09:00:00+00:00,1,24,62,2,6
hourly,105,2026-06-20 09:00:00+00:00,3,24,62,11,24
hourly,105,2026-06-20 09:00:00+00:00,6,24,62,27,66
hourly,105,2026-06-20 09:00:00+00:00,12,24,62,48,114
hourly,106,2026-06-20 10:00:00+00:00,1,24,69,4,12
hourly,106,2026-06-20 10:00:00+00:00,3,24,69,9,21
hourly,106,2026-06-20 10:00:00+00:00,6,24,69,25,61
hourly,106,2026-06-20 10:00:00+00:00,12,24,69,55,122
hourly,107,2026-06-20 11:00:00+00:00,1,24,73,6,15
hourly,107,2026-06-20 11:00:00+00:00,3,24,73,16,37
hourly,107,2026-06-20 11:00:00+00:00,6,24,73,31,69
hourly,107,2026-06-20 11:00:00+00:00,12,24,73,61,136
hourly,108,2026-06-20 12:00:00+00:00,1,24,75,5,7
hourly,108,2026-06-20 12:00:00+00:00,3,24,75,17,31
hourly,108,2026-06-20 12:00:00+00:00,6,24,75,31,60
hourly,108,2026-06-20 12:00:00+00:00,12,24,75,65,141
hourly,109,2026-06-20 13:00:00+00:00,1,24,69,3,8
hourly,109,2026-06-20 13:00:00+00:00,3,24,69,13,25
hourly,109,2026-06-20 13:00:00+00:00,6,24,69,21,44
hourly,109,2026-06-20 13:00:00+00:00,12,24,69,62,135
hourly,110,2026-06-20 14:00:00+00:00,1,24,70,3,6
hourly,110,2026-06-20 14:00:00+00:00,3,24,70,9,16
hourly,110,2026-06-20 14:00:00+00:00,6,24,70,23,46
hourly,110,2026-06-20 14:00:00+00:00,12,24,70,57,122
hourly,111,2026-06-20 15:00:00+00:00,1,24,72,1,3
hourly,111,2026-06-20 15:00:00+00:00,3,24,72,8,16
hourly,111,2026-06-20 15:00:00+00:00,6,24,72,23,41
hourly,111,2026-06-20 15:00:00+00:00,12,24,72,51,104
hourly,112,2026-06-20 16:00:00+00:00,1,24,72,0,0
hourly,112,2026-06-20 16:00:00+00:00,3,24,72,5,10
hourly,112,2026-06-20 16:00:00+00:00,6,24,72,18,31
hourly,112,2026-06-20 16:00:00+00:00,12,24,72,42,84
hourly,113,2026-06-20 17:00:00+00:00,1,24,73,0,0
hourly,113,2026-06-20 17:00:00+00:00,3,24,73,2,5
hourly,113,2026-06-20 17:00:00+00:00,6,24,73,12,20
hourly,113,2026-06-20 17:00:00+00:00,12,24,73,43,81
hourly,114,2026-06-20 18:00:00+00:00,1,24,75,3,8
hourly,114,2026-06-20 18:00:00+00:00,3,24,75,3,9
hourly,114,2026-06-20 18:00:00+00:00,6,24,75,10,23
hourly,114,2026-06-20 18:00:00+00:00,12,24,75,40,78
hourly,115,2026-06-20 19:00:00+00:00,1,24,75,1,2
hourly,115,2026-06-20 19:00:00+00:00,3,24,75,4,10
hourly,115,2026-06-20 19:00:00+00:00,6,24,75,8,19
hourly,115,2026-06-20 19:00:00+00:00,12,24,75,29,59
hourly,116,2026-06-20 20:00:00+00:00,1,24,73,1,3
hourly,116,2026-06-20 20:00:00+00:00,3,24,73,5,13
hourly,116,2026-06-20 20:00:00+00:00,6,24,73,6,18
hourly,116,2026-06-20 20:00:00+00:00,12,24,73,28,62
hourly,117,2026-06-20 21:00:00+00:00,1,24,73,0,0
hourly,117,2026-06-20 21:00:00+00:00,3,24,73,2,6
hourly,117,2026-06-20 21:00:00+00:00,6,24,73,5,15
hourly,117,2026-06-20 21:00:00+00:00,12,24,73,25,54
hourly,118,2026-06-20 22:00:00+00:00,1,24,76,3,6
hourly,118,2026-06-20 22:00:00+00:00,3,24,76,4,11
hourly,118,2026-06-20 22:00:00+00:00,6,24,76,8,22
hourly,118,2026-06-20 22:00:00+00:00,12,24,76,24,51
hourly,119,2026-06-20 23:00:00+00:00,1,24,76,0,0
hourly,119,2026-06-20 23:00:00+00:00,3,24,76,4,8
hourly,119,2026-06-20 23:00:00+00:00,6,24,76,8,21
hourly,119,2026-06-20 23:00:00+00:00,12,24,76,19,41
hourly,120,2026-06-21 00:00:00+00:00,1,24,76,1,2
hourly,120,2026-06-21 00:00:00+00:00,3,24,76,4,8
hourly,120,2026-06-21 00:00:00+00:00,6,24,76,6,16
hourly,120,2026-06-21 00:00:00+00:00,12,24,76,16,38
hourly,121,2026-06-21 01:00:00+00:00,1,24,73,0,0
hourly,121,2026-06-21 01:00:00+00:00,3,24,73,1,2
hourly,121,2026-06-21 01:00:00+00:00,6,24,73,5,13
hourly,121,2026-06-21 01:00:00+00:00,12,24,73,12,32
hourly,122,2026-06-21 02:00:00+00:00,1,24,66,1,2
hourly,122,2026-06-21 02:00:00+00:00,3,24,66,2,4
hourly,122,2026-06-21 02:00:00+00:00,6,24,66,6,12
hourly,122,2026-06-21 02:00:00+00:00,12,24,66,10,29
hourly,123,2026-06-21 03:00:00+00:00,1,24,62,3,7
hourly,123,2026-06-21 03:00:00+00:00,3,24,62,3,7
hourly,123,2026-06-21 03:00:00+00:00,6,24,62,7,15
hourly,123,2026-06-21 03:00:00+00:00,12,24,62,12,32
hourly,124,2026-06-21 04:00:00+00:00,1,24,58,6,21
hourly,124,2026-06-21 04:00:00+00:00,3,24,58,8,26
hourly,124,2026-06-21 04:00:00+00:00,6,24,58,9,28
hourly,124,2026-06-21 04:00:00+00:00,12,24,58,17,51
hourly,125,2026-06-21 05:00:00+00:00,1,24,58,0,0
hourly,125,2026-06-21 05:00:00+00:00,3,24,58,8,26
hourly,125,2026-06-21 05:00:00+00:00,6,24,58,9,28
hourly,125,2026-06-21 05:00:00+00:00,12,24,58,17,50
hourly,126,2026-06-21 06:00:00+00:00,1,24,53,2,6
hourly,126,2026-06-21 06:00:00+00:00,3,24,53,6,24
hourly,126,2026-06-21 06:00:00+00:00,6,24,53,8,29
hourly,126,2026-06-21 06:00:00+00:00,12,24,53,15,47
hourly,127,2026-06-21 07:00:00+00:00,1,24,44,6,16
hourly,127,2026-06-21 07:00:00+00:00,3,24,44,8,19
hourly,127,2026-06-21 07:00:00+00:00,6,24,44,12,35
hourly,127,2026-06-21 07:00:00+00:00,12,24,44,18,50
hourly,128,2026-06-21 08:00:00+00:00,1,24,45,3,13
hourly,128,2026-06-21 08:00:00+00:00,3,24,45,9,26
hourly,128,2026-06-21 08:00:00+00:00,6,24,45,13,42
hourly,128,2026-06-21 08:00:00+00:00,12,24,45,19,54
hourly,129,2026-06-21 09:00:00+00:00,1,24,51,10,29
hourly,129,2026-06-21 09:00:00+00:00,3,24,51,18,43
hourly,129,2026-06-21 09:00:00+00:00,6,24,51,21,57
hourly,129,2026-06-21 09:00:00+00:00,12,24,51,26,69
hourly,130,2026-06-21 10:00:00+00:00,1,24,49,4,14
hourly,130,2026-06-21 10:00:00+00:00,3,24,49,16,43
hourly,130,2026-06-21 10:00:00+00:00,6,24,49,22,51
hourly,130,2026-06-21 10:00:00+00:00,12,24,49,25,69
hourly,131,2026-06-21 11:00:00+00:00,1,24,48,6,15
hourly,131,2026-06-21 11:00:00+00:00,3,24,48,17,48
hourly,131,2026-06-21 11:00:00+00:00,6,24,48,26,63
hourly,131,2026-06-21 11:00:00+00:00,12,24,48,29,80
hourly,132,2026-06-21 12:00:00+00:00,1,24,47,4,9
hourly,132,2026-06-21 12:00:00+00:00,3,24,47,14,31
hourly,132,2026-06-21 12:00:00+00:00,6,24,47,27,62
hourly,132,2026-06-21 12:00:00+00:00,12,24,47,31,79
hourly,133,2026-06-21 13:00:00+00:00,1,24,44,5,7
hourly,133,2026-06-21 13:00:00+00:00,3,24,44,13,27
hourly,133,2026-06-21 13:00:00+00:00,6,24,44,24,53
hourly,133,2026-06-21 13:00:00+00:00,12,24,44,33,82
hourly,134,2026-06-21 14:00:00+00:00,1,24,46,8,16
hourly,134,2026-06-21 14:00:00+00:00,3,24,46,14,28
hourly,134,2026-06-21 14:00:00+00:00,6,24,46,26,60
hourly,134,2026-06-21 14:00:00+00:00,12,24,46,37,92
hourly,135,2026-06-21 15:00:00+00:00,1,24,46,3,10
hourly,135,2026-06-21 15:00:00+00:00,3,24,46,13,29
hourly,135,2026-06-21 15:00:00+00:00,6,24,46,22,55
hourly,135,2026-06-21 15:00:00+00:00,12,24,46,37,94
hourly,136,2026-06-21 16:00:00+00:00,1,24,48,2,6
hourly,136,2026-06-21 16:00:00+00:00,3,24,48,13,28
hourly,136,2026-06-21 16:00:00+00:00,6,24,48,22,50
hourly,136,2026-06-21 16:00:00+00:00,12,24,48,38,86
hourly,137,2026-06-21 17:00:00+00:00,1,24,49,0,0
hourly,137,2026-06-21 17:00:00+00:00,3,24,49,7,18
hourly,137,2026-06-21 17:00:00+00:00,6,24,49,18,43
hourly,137,2026-06-21 17:00:00+00:00,12,24,49,38,89
hourly,138,2026-06-21 18:00:00+00:00,1,24,50,5,13
hourly,138,2026-06-21 18:00:00+00:00,3,24,50,9,22
hourly,138,2026-06-21 18:00:00+00:00,6,24,50,18,44
hourly,138,2026-06-21 18:00:00+00:00,12,24,50,40,97
hourly,139,2026-06-21 19:00:00+00:00,1,24,53,7,15
hourly,139,2026-06-21 19:00:00+00:00,3,24,53,11,27
hourly,139,2026-06-21 19:00:00+00:00,6,24,53,21,54
hourly,139,2026-06-21 19:00:00+00:00,12,24,53,39,97
hourly,140,2026-06-21 20:00:00+00:00,1,24,59,10,21
hourly,140,2026-06-21 20:00:00+00:00,3,24,59,17,39
hourly,140,2026-06-21 20:00:00+00:00,6,24,59,22,55
hourly,140,2026-06-21 20:00:00+00:00,12,24,59,42,106
hourly,141,2026-06-21 21:00:00+00:00,1,24,61,8,18
hourly,141,2026-06-21 21:00:00+00:00,3,24,61,18,42
hourly,141,2026-06-21 21:00:00+00:00,6,24,61,23,58
hourly,141,2026-06-21 21:00:00+00:00,12,24,61,40,103
hourly,142,2026-06-21 22:00:00+00:00,1,24,59,4,13
hourly,142,2026-06-21 22:00:00+00:00,3,24,59,15,41
hourly,142,2026-06-21 22:00:00+00:00,6,24,59,23,59
hourly,142,2026-06-21 22:00:00+00:00,12,24,59,39,102
hourly,143,2026-06-21 23:00:00+00:00,1,24,60,3,14
hourly,143,2026-06-21 23:00:00+00:00,3,24,60,10,35
hourly,143,2026-06-21 23:00:00+00:00,6,24,60,23,66
hourly,143,2026-06-21 23:00:00+00:00,12,24,60,36,101
hourly,144,2026-06-22 00:00:00+00:00,1,24,63,6,13
hourly,144,2026-06-22 00:00:00+00:00,3,24,63,9,36
hourly,144,2026-06-22 00:00:00+00:00,6,24,63,25,72
hourly,144,2026-06-22 00:00:00+00:00,12,24,63,38,109
hourly,145,2026-06-22 01:00:00+00:00,1,24,68,7,15
hourly,145,2026-06-22 01:00:00+00:00,3,24,68,13,41
hourly,145,2026-06-22 01:00:00+00:00,6,24,68,25,75
hourly,145,2026-06-22 01:00:00+00:00,12,24,68,41,117
hourly,146,2026-06-22 02:00:00+00:00,1,24,67,0,0
hourly,146,2026-06-22 02:00:00+00:00,3,24,67,12,29
hourly,146,2026-06-22 02:00:00+00:00,6,24,67,20,60
hourly,146,2026-06-22 02:00:00+00:00,12,24,67,37,108
hourly,147,2026-06-22 03:00:00+00:00,1,24,100,34,95
hourly,147,2026-06-22 03:00:00+00:00,3,24,100,43,113
hourly,147,2026-06-22 03:00:00+00:00,6,24,100,51,145
hourly,147,2026-06-22 03:00:00+00:00,12,24,100,69,194
hourly,148,2026-06-22 04:00:00+00:00,1,24,106,7,22
hourly,148,2026-06-22 04:00:00+00:00,3,24,106,43,114
hourly,148,2026-06-22 04:00:00+00:00,6,24,106,56,151
hourly,148,2026-06-22 04:00:00+00:00,12,24,106,74,203
hourly,149,2026-06-22 05:00:00+00:00,1,24,106,0,0
hourly,149,2026-06-22 05:00:00+00:00,3,24,106,43,113
hourly,149,2026-06-22 05:00:00+00:00,6,24,106,55,139
hourly,149,2026-06-22 05:00:00+00:00,12,24,106,74,202
hourly,150,2026-06-22 06:00:00+00:00,1,24,105,0,0
hourly,150,2026-06-22 06:00:00+00:00,3,24,105,7,22
hourly,150,2026-06-22 06:00:00+00:00,6,24,105,50,129
hourly,150,2026-06-22 06:00:00+00:00,12,24,105,72,194
hourly,151,2026-06-22 07:00:00+00:00,1,24,102,4,19
hourly,151,2026-06-22 07:00:00+00:00,3,24,102,4,19
hourly,151,2026-06-22 07:00:00+00:00,6,24,102,44,128
hourly,151,2026-06-22 07:00:00+00:00,12,24,102,68,199
hourly,152,2026-06-22 08:00:00+00:00,1,24,100,0,0
hourly,152,2026-06-22 08:00:00+00:00,3,24,100,4,20
hourly,152,2026-06-22 08:00:00+00:00,6,24,100,44,128
hourly,152,2026-06-22 08:00:00+00:00,12,24,100,63,186
hourly,153,2026-06-22 09:00:00+00:00,1,24,118,30,94
hourly,153,2026-06-22 09:00:00+00:00,3,24,118,30,108
hourly,153,2026-06-22 09:00:00+00:00,6,24,118,35,126
hourly,153,2026-06-22 09:00:00+00:00,12,24,118,83,250
hourly,154,2026-06-22 10:00:00+00:00,1,24,118,0,0
hourly,154,2026-06-22 10:00:00+00:00,3,24,118,32,97
hourly,154,2026-06-22 10:00:00+00:00,6,24,118,32,110
hourly,154,2026-06-22 10:00:00+00:00,12,24,118,83,242
hourly,155,2026-06-22 11:00:00+00:00,1,24,114,0,0
hourly,155,2026-06-22 11:00:00+00:00,3,24,114,32,96
hourly,155,2026-06-22 11:00:00+00:00,6,24,114,32,110
hourly,155,2026-06-22 11:00:00+00:00,12,24,114,82,230
hourly,156,2026-06-22 12:00:00+00:00,1,24,112,0,0
hourly,156,2026-06-22 12:00:00+00:00,3,24,112,0,0
hourly,156,2026-06-22 12:00:00+00:00,6,24,112,32,110
hourly,156,2026-06-22 12:00:00+00:00,12,24,112,77,220
hourly,157,2026-06-22 13:00:00+00:00,1,24,110,0,0
hourly,157,2026-06-22 13:00:00+00:00,3,24,110,0,0
hourly,157,2026-06-22 13:00:00+00:00,6,24,110,32,97
hourly,157,2026-06-22 13:00:00+00:00,12,24,110,71,207
hourly,158,2026-06-22 14:00:00+00:00,1,24,106,0,0
hourly,158,2026-06-22 14:00:00+00:00,3,24,106,0,0
hourly,158,2026-06-22 14:00:00+00:00,6,24,106,32,96
hourly,158,2026-06-22 14:00:00+00:00,12,24,106,71,206
hourly,159,2026-06-22 15:00:00+00:00,1,24,103,0,0
hourly,159,2026-06-22 15:00:00+00:00,3,24,103,0,0
hourly,159,2026-06-22 15:00:00+00:00,6,24,103,0,0
hourly,159,2026-06-22 15:00:00+00:00,12,24,103,37,128
hourly,160,2026-06-22 16:00:00+00:00,1,24,101,0,0
hourly,160,2026-06-22 16:00:00+00:00,3,24,101,0,0
hourly,160,2026-06-22 16:00:00+00:00,6,24,101,0,0
hourly,160,2026-06-22 16:00:00+00:00,12,24,101,32,110
hourly,161,2026-06-22 17:00:00+00:00,1,24,101,0,0
hourly,161,2026-06-22 17:00:00+00:00,3,24,101,0,0
hourly,161,2026-06-22 17:00:00+00:00,6,24,101,0,0
hourly,161,2026-06-22 17:00:00+00:00,12,24,101,32,110
hourly,162,2026-06-22 18:00:00+00:00,1,24,99,0,0
hourly,162,2026-06-22 18:00:00+00:00,3,24,99,0,0
hourly,162,2026-06-22 18:00:00+00:00,6,24,99,0,0
hourly,162,2026-06-22 18:00:00+00:00,12,24,99,32,110
hourly,163,2026-06-22 19:00:00+00:00,1,24,95,0,0
hourly,163,2026-06-22 19:00:00+00:00,3,24,95,0,0
hourly,163,2026-06-22 19:00:00+00:00,6,24,95,0,0
hourly,163,2026-06-22 19:00:00+00:00,12,24,95,32,97
hourly,164,2026-06-22 20:00:00+00:00,1,24,88,0,0
hourly,164,2026-06-22 20:00:00+00:00,3,24,88,0,0
hourly,164,2026-06-22 20:00:00+00:00,6,24,88,0,0
hourly,164,2026-06-22 20:00:00+00:00,12,24,88,31,91
hourly,165,2026-06-22 21:00:00+00:00,1,24,83,0,0
hourly,165,2026-06-22 21:00:00+00:00,3,24,83,0,0
hourly,165,2026-06-22 21:00:00+00:00,6,24,83,0,0
hourly,165,2026-06-22 21:00:00+00:00,12,24,83,0,0
hourly,166,2026-06-22 22:00:00+00:00,1,24,81,0,0
hourly,166,2026-06-22 22:00:00+00:00,3,24,81,0,0
hourly,166,2026-06-22 22:00:00+00:00,6,24,81,0,0
hourly,166,2026-06-22 22:00:00+00:00,12,24,81,0,0
hourly,167,2026-06-22 23:00:00+00:00,1,24,80,0,0
hourly,167,2026-06-22 23:00:00+00:00,3,24,80,0,0
hourly,167,2026-06-22 23:00:00+00:00,6,24,80,0,0
hourly,167,2026-06-22 23:00:00+00:00,12,24,80,0,0
hourly,168,2026-06-23 00:00:00+00:00,1,24,75,0,0
hourly,168,2026-06-23 00:00:00+00:00,3,24,75,0,0
hourly,168,2026-06-23 00:00:00+00:00,6,24,75,0,0
hourly,168,2026-06-23 00:00:00+00:00,12,24,75,0,0
